n#010711,n02065599
n#072652,n13609507
a#004367,a00793682
n#013467,n02535537
a#014610,a02623037
n#037407,n06924996
a#004236,a00768397
n#015831,n02938514
v#000166,v00035603
n#069796,n13058272
n#030645,n05571713
n#073717,n13769994
a#012426,a02247074
n#030234,n05487224
n#075617,n14126078
n#078205,n14600357
r#001288,r00189960
a#012575,a02272954
n#031498,n05734909
r#003496,r00502228
n#048836,n09087352
n#048589,n09034550
n#021112,n03835197
a#016102,a02837588
r#003581,r00512691
n#000511,n00124008
a#013952,a02516316
n#024744,n04439305
n#039571,n07312018
n#066478,n12369309
n#000402,n00103291
n#043963,n08048625
n#006983,n01371342
n#072222,n13518656
n#047627,n08815346
v#003319,v00676135
v#013190,v02660442
n#006892,n01353658
n#000781,n00174003
v#001217,v00255880
n#054660,n10129719
n#034388,n06366581
n#069764,n13051196
n#021269,n03861271
n#075937,n14193202
n#004684,n00917961
n#025805,n04618359
n#025251,n04524594
v#000978,v00207418
n#064532,n11959489
n#001054,n00226711
n#025910,n04639591
a#009573,a01743704
n#079580,n14855724
n#029786,n05396366
n#005128,n01006188
n#042695,n07822687
n#044166,n08087981
a#014502,a02607298
n#072961,n13661273
a#004010,a00724596
v#003890,v00798402
n#005774,n01128806
n#020824,n03785843
n#068009,n12692024
v#009305,v01875144
n#009402,n01829869
n#070172,n13143626
v#007557,v01521603
n#079613,n14861887
a#002247,a00397757
n#021166,n03843724
n#011707,n02235321
n#005519,n01079042
v#010354,v02077430
n#003715,n00728849
a#007128,a01308425
n#050052,n09316454
n#070326,n13171041
n#002621,n00530386
n#003242,n00639975
n#018773,n03441009
a#001308,a00237156
n#072850,n13642464
v#011078,v02222179
v#001103,v00232388
n#068188,n12729023
n#009027,n01758510
n#024191,n04347225
n#047319,n08748917
n#018568,n03406759
n#022817,n04122011
n#069952,n13090018
n#061136,n11256494
n#081378,n15167675
v#013402,v02704617
n#075509,n14104522
n#078131,n14586119
n#006182,n01210281
n#008071,n01584225
n#057383,n10588182
n#082194,n80000080
n#027800,n05013204
n#082741,n80000627
n#008304,n01624212
a#008861,a01619475
a#006586,a01205131
n#059349,n10929886
n#060775,n11191848
r#002426,r00354527
n#010438,n02018795
n#044978,n08256229
n#017138,n03158885
n#022359,n04043619
n#055653,n10290541
n#053172,n09877856
n#011489,n02197545
n#008022,n01576358
n#016165,n02995345
n#064389,n11934239
n#080627,n15035832
n#056531,n10441251
n#024020,n04316646
n#015605,n02902250
v#008816,v01771390
n#049460,n09203481
n#043557,n07950786
a#002739,a00486290
n#065812,n12232114
n#014307,n02683183
v#011610,v02331786
n#047890,n08884012
n#024803,n04449046
n#067827,n12654659
v#006411,v01302577
n#010462,n02023855
n#058968,n10858164
n#055078,n10193650
n#045103,n08279184
n#052379,n09743986
n#081341,n15161284
v#004144,v00858568
n#081577,n15204907
v#012097,v02428771
n#052726,n09803247
v#007380,v01487718
n#054354,n10080508
n#083314,n80001220
a#010186,a01854702
n#025372,n04544805
n#061698,n11356822
n#059612,n10980256
n#077088,n14389909
n#006179,n01209791
v#013580,v02738126
a#011032,a02014308
n#057402,n10590452
a#017964,a03128583
n#023805,n04281749
n#037348,n06917602
v#007601,v01529766
a#007246,a01329138
n#008967,n01747885
v#010043,v02016523
n#075917,n14189065
a#004923,a00898132
n#057820,n10662952
n#019601,n03578656
n#033643,n06214580
n#004200,n00826213
n#034874,n06462656
n#072999,n13668751
n#010702,n02063846
n#011443,n02190015
n#042411,n07778680
n#051229,n09536789
n#017595,n03236423
a#011976,a02178500
n#055610,n10282482
n#017486,n03219010
r#001510,r00222180
a#017098,a02993702
n#008543,n01672032
n#048211,n08953151
n#035752,n06625850
a#010106,a01839663
a#014914,a02667550
n#017705,n03255790
n#011109,n02130925
n#075421,n14089080
n#077132,n14399116
r#002041,r00294289
n#043380,n07922147
n#063060,n11653126
n#076463,n14283097
n#049980,n09303008
n#040144,n07417043
n#000164,n00057748
a#011855,a02157936
n#020466,n03720891
n#065653,n12191965
n#034544,n06394282
n#014002,n02630739
r#000645,r00105341
n#034063,n06303888
n#016666,n03077741
v#005988,v01228635
n#057580,n10620212
n#049849,n09280236
r#002278,r00332714
n#015442,n02875626
n#068232,n12738087
n#052767,n09811712
n#009118,n01783571
n#015333,n02857365
a#017388,a03036974
n#052970,n09847010
n#061303,n11288216
n#077980,n14560253
n#046433,n08561714
v#011101,v02226981
a#008180,a01491775
n#018189,n03344509
a#003546,a00637857
a#012728,a02299673
v#008519,v01710836
n#029862,n05412649
n#037360,n06919122
n#014115,n02649689
n#019975,n03639880
n#054043,n10026367
n#026135,n04686388
v#002319,v00477107
n#066121,n12297678
n#035430,n06569966
a#010624,a01939984
v#007992,v01604251
n#019906,n03628590
n#029523,n05350061
n#053324,n09901502
n#070860,n13271937
v#001760,v00360805
a#011306,a02061307
n#000229,n00069685
a#007382,a01355746
n#039830,n07361128
n#019290,n03523987
n#067493,n12587686
n#062691,n11538820
n#012715,n02406749
n#026648,n04793209
n#017134,n03158414
n#062495,n11502322
n#019582,n03574416
a#010285,a01874561
n#002400,n00486670
a#006466,a01182747
a#010415,a01900188
n#017057,n03146219
n#041988,n07713267
n#013873,n02608429
n#074429,n13897996
n#032565,n05953614
v#012108,v02431320
n#023253,n04194289
n#071454,n13374426
n#069734,n13044541
a#011859,a02158438
n#081667,n15220503
n#005347,n01046348
n#069007,n12898226
n#079049,n14765324
n#021805,n03948242
n#067358,n12559302
n#063580,n11761484
n#055101,n10196725
n#076297,n14256585
n#057008,n10525878
n#019666,n03589513
a#012538,a02265386
n#000394,n00101809
a#014027,a02529264
n#022867,n04130143
a#014918,a02668058
n#067184,n12522188
n#011847,n02258354
v#006943,v01399821
n#025015,n04484647
a#013277,a02398928
n#003240,n00639556
n#023572,n04246633
n#038718,n07154760
n#037736,n06976244
n#048116,n08935674
n#046319,n08540532
n#039374,n07274890
n#053186,n09880338
n#065333,n12126360
n#039744,n07344663
n#024333,n04370774
v#009464,v01904649
n#028475,n05144663
v#002155,v00441881
n#071611,n13400334
n#039864,n07367385
v#008420,v01691057
a#016265,a02862797
n#018414,n03379828
n#003052,n00604811
n#024250,n04356423
n#061017,n11234292
n#007078,n01390123
a#013156,a02374914
a#013760,a02482790
n#045760,n08410891
n#067459,n12580654
v#010118,v02031158
n#052649,n09790188
n#029923,n05426243
n#007597,n01491661
v#001874,v00383764
a#000227,a00044987
n#029791,n05397333
n#025472,n04561857
n#039447,n07288485
n#067690,n12626030
n#080669,n15042295
v#011812,v02365481
a#016216,a02854521
a#017353,a03032009
n#025511,n04569063
n#069783,n13055577
n#028591,n05167412
n#006283,n01228645
n#046026,n08471949
n#083288,n80001193
a#004314,a00783129
n#022713,n04104770
v#001892,v00387680
a#008762,a01601763
n#006100,n01193886
n#010099,n01959985
n#018343,n03368878
n#009678,n01885158
n#006013,n01175316
n#060226,n11095123
a#012086,a02194351
n#018388,n03375694
a#008448,a01539022
n#009841,n01912809
n#078694,n14699574
a#004209,a00761734
n#042943,n07858484
a#000376,a00071897
a#013988,a02522267
a#009408,a01715287
a#003447,a00619433
v#000322,v00064643
r#003230,r00468219
n#006887,n01351688
a#012609,a02278939
v#009607,v01933204
r#003191,r00463340
a#012993,a02346242
a#012107,a02196439
a#005036,a00919919
n#046155,n08495420
a#006735,a01231638
r#003355,r00485504
v#002441,v00501534
n#081860,n15252907
n#075560,n14113798
n#013716,n02581289
a#009571,a01743217
n#055812,n10316013
n#021198,n03849412
n#030116,n05462057
a#009313,a01700944
v#002540,v00520357
n#025253,n04524833
v#013488,v02720354
n#028972,n05244934
v#003300,v00671653
n#014561,n02729965
a#012920,a02333147
n#008105,n01589893
n#054118,n10040344
a#007470,a01371258
n#071917,n13457831
n#080356,n14986719
n#081977,n15275598
a#001727,a00313911
n#015855,n02942577
n#042377,n07772147
v#001386,v00288391
n#063887,n11825988
r#000594,r00097840
n#061560,n11332068
r#002592,r00380590
n#044322,n08121542
n#076308,n14258293
a#015764,a02786866
n#005157,n01012030
n#040146,n07417405
a#006126,a01117362
n#078217,n14602721
r#002673,r00392174
a#012854,a02320751
n#004467,n00878648
n#076553,n14297489
r#002720,r00398843
n#051948,n09676374
a#009679,a01763683
n#008315,n01625747
a#005324,a00973434
n#046441,n08562990
n#006682,n01307299
n#060158,n11081353
r#003275,r00474656
r#001224,r00181342
n#004675,n00915646
n#049120,n09139849
n#053411,n09916109
n#038891,n07189779
n#082615,n80000501
n#077889,n14544159
v#009127,v01839538
n#051884,n09666476
n#038932,n07197537
n#059795,n11014652
n#056693,n10472447
n#022983,n04147495
v#013294,v02683316
n#018244,n03353783
n#046540,n08584787
a#011231,a02048344
n#052207,n09718217
n#034679,n06418558
n#008068,n01583636
a#010331,a01883586
v#013685,v02756359
n#045386,n08334581
n#027240,n04909018
n#034909,n06468951
n#016404,n03034405
n#018543,n03401500
a#016915,a02965696
n#066355,n12343480
n#009518,n01849466
n#018874,n03456299
a#011172,a02039632
v#003834,v00785470
v#008055,v01615020
a#002720,a00482580
n#039963,n07385249
n#064657,n11984659
r#001424,r00208934
n#064075,n11865738
n#039832,n07361576
a#013050,a02356048
n#000968,n00210940
v#006408,v01302019
n#016348,n03025070
n#011670,n02228697
n#038946,n07199922
n#029544,n05353683
a#007059,a01295255
n#016375,n03029296
v#006589,v01336440
v#003017,v00607000
n#035848,n06643763
n#060419,n11131135
a#003806,a00682932
n#018478,n03390207
n#071301,n13347237
a#002661,a00471966
r#001670,r00244787
n#016181,n02998363
a#000637,a00120574
a#002104,a00378280
n#010600,n02046759
n#049798,n09269972
a#012869,a02323521
n#019712,n03597147
n#075120,n14030435
n#008788,n01716594
n#080410,n14997012
n#010651,n02054834
n#037478,n06935111
n#049227,n09159958
a#003987,a00720524
n#018399,n03377582
n#066119,n12297280
n#064887,n12033139
a#014313,a02579469
v#009687,v01948077
n#066641,n12403075
n#047834,n08873412
a#004442,a00806243
n#065320,n12124172
n#059943,n11042165
n#020502,n03725869
n#026471,n04755783
n#050203,n09347116
n#075216,n14049262
n#036177,n06703321
v#007813,v01572510
n#028759,n05201452
n#020483,n03723267
r#000535,r00089723
r#000255,r00046545
n#083020,n80000906
n#059311,n10922968
a#013041,a02354001
n#042408,n07778224
n#050440,n09393605
n#048389,n08990844
n#048294,n08970833
n#066740,n12423444
a#016534,a02904916
v#002157,v00442267
n#026702,n04803702
v#002226,v00456596
v#003445,v00703310
n#076168,n14233267
n#012448,n02364221
n#066226,n12318378
r#002159,r00313981
n#035350,n06551784
v#002367,v00487350
n#022228,n04023249
a#001446,a00258899
a#017764,a03097952
n#042589,n07805594
n#022474,n04064213
n#082534,n80000420
n#032949,n06037666
n#078648,n14692202
v#000854,v00184633
a#003077,a00551695
a#007747,a01419784
n#010561,n02040266
n#011420,n02185481
n#076937,n14364065
v#006147,v01256374
v#000016,v00005526
n#038563,n07126228
n#043813,n08004443
a#017812,a03105296
n#051485,n09583196
a#018276,a80000123
n#023173,n04180229
a#016294,a02867611
n#083033,n80000919
n#053385,n09910840
n#000724,n00163406
n#019458,n03552449
n#016505,n03050546
n#023368,n04215153
n#046226,n08510169
a#014816,a02654035
v#006960,v01403012
n#046157,n08495908
n#018997,n03475118
n#056737,n10480583
n#025088,n04497249
v#013725,v02764438
n#022440,n04057846
n#026591,n04781349
n#037022,n06866599
n#032175,n05870055
v#009897,v01987648
n#029610,n05365284
n#001857,n00379588
v#003061,v00616857
n#012793,n02418465
n#077791,n14525365
n#022366,n04045085
n#030002,n05442022
n#016484,n03047052
n#023229,n04189913
n#029127,n05273408
a#014260,a02569130
a#013856,a02498507
v#011884,v02381227
a#003599,a00647867
n#029882,n05416979
n#016597,n03066029
n#036558,n06777164
a#013535,a02442883
n#050069,n09322454
n#050134,n09336052
n#036509,n06767922
n#022134,n04004475
n#010701,n02063662
n#027746,n05001482
v#007237,v01458228
n#026192,n04696316
a#018164,a80000009
n#038701,n07152027
n#033864,n06261060
n#031598,n05755007
v#001895,v00388296
n#000216,n00067397
a#002327,a00411009
n#044016,n08059870
n#077711,n14510401
n#077019,n14378897
n#007414,n01456756
n#007509,n01475232
n#062789,n11596845
n#042147,n07736371
n#082131,n80000017
v#005271,v01091298
v#005511,v01136614
n#007977,n01569423
n#077928,n14551565
n#057725,n10646433
n#072200,n13514880
a#016256,a02861206
n#032264,n05892427
a#003771,a00677170
v#011989,v02404467
n#042960,n07861158
a#005963,a01086118
n#058800,n10827155
a#016493,a02898922
n#058685,n10805638
a#016448,a02891444
n#061186,n11265914
a#003343,a00602474
n#033146,n06100555
n#055884,n10327696
n#018258,n03356158
n#062313,n11468442
a#017640,a03077930
n#033047,n06065640
n#028176,n05085572
a#008043,a01469390
v#007948,v01598140
n#043237,n07902121
n#017315,n03190303
n#035177,n06518719
a#003553,a00638841
n#028991,n05248553
v#006046,v01239202
n#020459,n03719743
n#024563,n04409515
n#064525,n11958080
n#038390,n07094731
n#056155,n10370955
n#077293,n14431169
n#037756,n06979014
a#001790,a00322321
a#014637,a02626829
n#015595,n02900857
a#011053,a02017721
n#073607,n13752033
n#026921,n04848262
n#045895,n08433447
a#014087,a02539034
n#059764,n11008647
a#011631,a02124096
n#043647,n07968702
v#001581,v00325328
a#008589,a01565038
v#004440,v00921738
a#014196,a02558996
n#037520,n06940502
a#000635,a00120252
n#004944,n00971309
a#002659,a00471698
a#005539,a01012247
v#006870,v01386906
a#012968,a02341864
v#000337,v00067999
n#073568,n13746946
n#030838,n05608419
a#001031,a00192026
n#033015,n06057539
n#006413,n01251138
n#041271,n07610890
n#006412,n01251010
v#000096,v00021826
n#064361,n11928352
a#011525,a02103052
n#075016,n14011557
n#079398,n14823788
v#007682,v01545649
a#014424,a02597329
n#078877,n14734348
v#002559,v00523645
a#001682,a00304455
n#017972,n03304197
n#007355,n01447001
a#004162,a00752555
n#030103,n05459457
v#010408,v02087377
a#010302,a01877416
n#036682,n06801418
n#042046,n07722052
n#063599,n11765568
n#064589,n11970846
n#064494,n11951961
n#035947,n06662193
n#007138,n01400391
n#043948,n08043848
n#049016,n09121334
v#001936,v00396513
a#005544,a01013279
a#015388,a02734914
n#064408,n11936539
n#079901,n14910581
n#045581,n08376526
n#049218,n09158268
n#040440,n07470285
v#004208,v00872747
n#059429,n10945546
n#079880,n14907122
a#009558,a01740772
n#052144,n09708750
n#057216,n10559840
v#001510,v00312278
n#059709,n10998651
n#068057,n12700711
n#040672,n07510348
n#070528,n13211516
n#069498,n12994475
a#009721,a01772305
n#044337,n08124971
n#034151,n06320153
n#039151,n07236307
n#069777,n13053816
a#009056,a01652902
n#074848,n13978166
v#007756,v01560731
n#005753,n01124384
n#042870,n07848645
v#000944,v00199490
v#007717,v01553761
n#070119,n13133140
v#008960,v01801498
n#071820,n13438006
n#046559,n08587439
v#006246,v01273016
n#052538,n09770743
v#005132,v01064696
n#069320,n12960211
v#006355,v01291941
n#059978,n11049128
n#005543,n01084637
n#014184,n02662081
a#011258,a02052757
v#001128,v00237511
v#004371,v00906735
n#044096,n08073601
n#015691,n02917067
n#003229,n00637677
v#006474,v01313592
n#041380,n07626174
n#082198,n80000084
n#026860,n04836074
n#022768,n04114554
n#066026,n12276872
v#007414,v01493234
n#079199,n14788485
v#000338,v00068467
n#039218,n07248507
n#066357,n12343951
n#031152,n05666700
a#001594,a00287275
n#005009,n00984490
n#059163,n10894365
n#075471,n14097893
n#035936,n06660396
n#052449,n09752519
n#031043,n05645854
n#082348,n80000234
n#027938,n05039709
a#017828,a03107596
a#008999,a01644225
v#007896,v01589056
n#000971,n00211593
a#015964,a02816522
n#034932,n06473940
r#001803,r00260618
n#071509,n13384018
n#031308,n05697135
n#021753,n03940022
n#014133,n02653359
v#010384,v02083396
r#001328,r00195185
n#010619,n02049532
n#078925,n14743289
n#048458,n09007471
v#011489,v02307412
n#043756,n07994752
n#015662,n02910701
n#029125,n05273073
n#024101,n04330340
n#054789,n10148305
n#069988,n13095543
n#058144,n10716005
a#006507,a01189998
a#015526,a02754417
n#065216,n12105125
n#024828,n04453390
a#007794,a01427602
n#053421,n09918554
n#080409,n14996843
v#004163,v00862467
n#042474,n07788435
r#003304,r00478821
n#071724,n13421286
a#014368,a02589402
n#045128,n08283507
n#040371,n07459642
n#023789,n04279353
n#081326,n15158450
v#010947,v02194286
n#041132,n07591330
n#062822,n11604046
n#042355,n07768858
n#015515,n02887832
n#062347,n11473954
n#029064,n05261310
n#042246,n07751977
n#019797,n03610098
n#066988,n12477983
n#049600,n09232526
r#002022,r00291589
n#025319,n04536153
a#010800,a01971237
n#053560,n09942431
a#012780,a02308214
a#009615,a01751828
n#043414,n07926442
a#004908,a00894980
n#066759,n12429148
a#007088,a01301206
n#047445,n08775179
v#007707,v01550817
v#011875,v02379198
a#000906,a00168039
n#047054,n08688247
n#002955,n00590913
n#011468,n02194078
n#019013,n03477512
a#004886,a00891569
n#017635,n03243625
n#051705,n09630641
r#000708,r00114310
r#001317,r00193652
a#011191,a02042775
n#063054,n11652039
n#009137,n01787191
n#012451,n02364673
n#054947,n10172793
a#001963,a00354090
n#012667,n02397377
n#010918,n02100583
n#064409,n11936624
n#073486,n13733066
r#001692,r00247567
a#006087,a01107973
n#062606,n11521665
n#011901,n02267483
n#018538,n03400389
a#013533,a02442604
n#029584,n05361123
n#005450,n01065607
n#042552,n07800004
n#004418,n00868910
r#001730,r00252348
v#007686,v01546633
n#016718,n03088580
n#028284,n05105879
v#011552,v02319050
n#020029,n03648219
a#016590,a02913737
n#053303,n09898215
n#062674,n11534360
n#055875,n10326551
n#026618,n04787324
n#039522,n07303335
n#061328,n11292809
r#000293,r00053004
n#071403,n13366137
n#028913,n05233875
n#076549,n14296966
n#037298,n06911575
a#005601,a01024073
n#068874,n12868248
n#065400,n12139575
n#080982,n15095014
a#003530,a00634862
n#041741,n07675535
n#031309,n05697363
n#029652,n05372428
n#022052,n03991202
n#061781,n11370654
n#053679,n09964659
n#038009,n07019172
v#003163,v00641138
a#016939,a02969925
n#065953,n12261808
n#068957,n12885956
n#060245,n11098380
n#023543,n04241940
n#072436,n13562680
n#012233,n02326432
a#017693,a03086603
v#013702,v02759614
a#017269,a03019114
n#016548,n03058603
v#001897,v00389083
a#003360,a00605516
a#010705,a01955796
n#077603,n14489699
n#083306,n80001212
n#065808,n12231192
n#021975,n03979100
v#005218,v01081152
n#038581,n07129202
n#022613,n04088593
a#008771,a01603179
a#000446,a00084795
n#070747,n13252395
n#082607,n80000493
v#004760,v00991025
v#004534,v00941446
n#065986,n12267931
a#013524,a02441469
a#011554,a02108665
n#019304,n03526062
n#051681,n09624168
a#013726,a02476870
a#016791,a02945292
n#033566,n06200010
v#008695,v01747717
n#064631,n11979354
n#051188,n09530721
v#008663,v01741221
v#001931,v00395698
v#005130,v01064401
a#008652,a01578152
v#008732,v01754271
n#072775,n13630036
n#009955,n01932800
n#038389,n07094621
n#030230,n05486159
n#018077,n03325769
n#028673,n05184313
v#002132,v00436668
n#020301,n03693707
n#025603,n04584207
n#069592,n13015229
n#060170,n11084200
n#069481,n12989462
n#005909,n01154772
v#003704,v00757375
v#000258,v00052845
n#064814,n12017511
n#030062,n05452845
n#069633,n13023292
n#062609,n11522206
n#064258,n11903881
n#038848,n07181546
v#008547,v01716283
a#007363,a01352320
n#063156,n11677902
